"date","rconm_1","rconm_2","rconm_3","rconm_r","rcongm_1","rcongm_2","rcongm_3","rcongm_r","rcondm_1","rcondm_2","rcondm_3","rcondm_r","rconndm_1","rconndm_2","rconndm_3","rconndm_r","rconsm_1","rconsm_2","rconsm_3","rconsm_r","rconshhm_1","rconshhm_2","rconshhm_3","rconshhm_r","rconsnpm_1","rconsnpm_2","rconsnpm_3","rconsnpm_r","rconhhm_1","rconhhm_2","rconhhm_3","rconhhm_r","ncongm_1","ncongm_2","ncongm_3","ncongm_r","nconshhm_1","nconshhm_2","nconshhm_3","nconshhm_r","nconsnpm_1","nconsnpm_2","nconsnpm_3","nconsnpm_r","nconhhm_1","nconhhm_2","nconhhm_3","nconhhm_r","pcongm_1","pcongm_2","pcongm_3","pcongm_r","pconshhm_1","pconshhm_2","pconshhm_3","pconshhm_r","pconsnpm_1","pconsnpm_2","pconsnpm_3","pconsnpm_r","pconhhm_1","pconhhm_2","pconhhm_3","pconhhm_r","pcpi_1","pcpi_2","pcpi_3","pcpi_r","pcpix_1","pcpix_2","pcpix_3","pcpix_r","pppi_1","pppi_2","pppi_3","pppi_r","pppix_1","pppix_2","pppix_3","pppix_r","employ_level_1","employ_level_2","employ_level_3","employ_level_r","employ_pct_chg_1","employ_pct_chg_2","employ_pct_chg_3","employ_pct_chg_r","h_1","h_2","h_3","h_r","hg_1","hg_2","hg_3","hg_r","hs_1","hs_2","hs_3","hs_r","ipt_1","ipt_2","ipt_3","ipt_r","ipm_1","ipm_2","ipm_3","ipm_r","cut_1","cut_2","cut_3","cut_r","cum_1","cum_2","cum_3","cum_r","hstarts_1","hstarts_2","hstarts_3","hstarts_r"
"1975:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,208,222,332,3.7772,3.2654,3.4887,5.2507,6.8092,5.6563,5.6563,10.1355,21.2173,21.1924,19.6608,22.8962,0,-0.9971,-0.9971,0,12.9911,11.8415,11.8309,14.8446,13.1092,10.8106,5.2689,19.4564,NA,NA,NA,NA,NA,NA,NA,NA,1309,1291,1283,1321
"1976:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,341,383,486,5.6651,5.3886,6.0704,7.7368,11.5486,14.0001,11.5486,14.324,9.2703,16.3858,16.3858,21.0289,11.6024,12.7161,9.4052,12.1934,8.4089,6.2426,10.6194,17.8228,8.4907,6.3249,10.7526,15.7387,NA,NA,NA,NA,NA,NA,NA,NA,1221,1224,1236,1367
"1976:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,141,189,313,3.2258,2.1859,2.9399,4.8909,3.307,3.3131,2.1977,5.8568,-2.4843,-2.4843,-3.7052,4.8378,6.1206,5.0902,4.0535,7.0907,7.2791,8.3432,13.8645,14.4519,9.5718,14.0516,18.7088,18.8961,NA,NA,NA,NA,NA,NA,NA,NA,1555,1562,1547,1538
"1976:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,177,262,232,2.966,2.7442,4.0864,3.59,-5.2921,-4.2584,-3.2097,-1.8764,-10.7621,-7.3063,-4.9271,-3.4796,-1.9639,-1.9655,-0.9872,-2.2534,7.2166,9.316,9.316,0,6.205,8.3143,4.0776,2.9019,NA,NA,NA,NA,NA,NA,NA,NA,1444,1433,1417,1421
"1976:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,312,333,244,5.368,4.8668,5.2021,3.7676,2.2017,3.3161,5.5826,0,-3.7398,-3.7321,-3.7321,-4.6279,7.1796,7.1735,10.3898,7.0629,8.1798,6.0793,4.7857,8.3577,9.3321,8.2785,4.7934,5.8663,NA,NA,NA,NA,NA,NA,NA,NA,1372,1381,1367,1395
"1976:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,-40,20,0.8699,0.0152,-0.6062,0.3031,10.2237,7.8576,5.5567,7.8521,22.3204,22.3204,20.8017,9.9199,4.0196,0.9889,-1.9512,0,9.1971,8.7291,11.8098,5.4657,9.292,5.7539,7.732,8.8724,NA,NA,NA,NA,NA,NA,NA,NA,1415,1430,1422,1459
"1976:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,-23,20,64,0.3653,-0.3491,0.3045,0.9726,-7.2852,-7.2978,-6.2861,-3.7033,-8.3991,-7.2475,-6.074,-4.6101,-6.6721,-7.6092,-5.7584,-2.245,3.7702,4.7291,3.7672,0,6.7095,6.6935,4.7291,0,NA,NA,NA,NA,NA,NA,NA,NA,1492,1527,1510,1495
"1976:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,249,233,171,3.4135,3.8514,3.5999,2.616,0,3.304,4.4273,3.8457,-4.917,-1.2493,-2.4843,1.1887,4.0433,5.0687,7.1612,4.6414,2.8025,6.6564,5.6768,8.2619,3.7554,8.6245,9.6161,8.8073,NA,NA,NA,NA,NA,NA,NA,NA,1387,1391,1382,1401
"1976:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,141,157,157,3.6823,2.1581,2.4056,2.3943,1.0874,1.0865,1.0865,0,-6.1111,-7.2989,-4.9221,0,6.0844,6.0741,5.0389,-2.2408,6.6197,5.65,5.65,8.2054,4.6775,4.6703,6.6041,8.7432,NA,NA,NA,NA,NA,NA,NA,NA,1542,1542,1537,1550
"1976:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,234,294,188,3.7546,3.5975,4.5421,2.8675,2.1817,1.0855,4.4111,7.8011,5.1881,2.5585,1.2732,12.4718,0.9848,0.9856,6.0537,7.0216,0,-2.7076,-3.5951,2.6518,-0.9074,-6.1949,-7.9049,2.82,NA,NA,NA,NA,NA,NA,NA,NA,1814,1858,1840,1720
"1976:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-54,-121,-105,19,-0.8114,-1.8096,-1.572,0.2858,1.0845,-1.0719,-1.0719,-8.9691,0,0,0,-14.1886,1.9785,-1.937,-0.9728,-2.2325,-5.3598,-4.4886,-3.6086,0,-8.7853,-7.1028,-6.241,0,NA,NA,NA,NA,NA,NA,NA,NA,1792,1813,1814,1629
"1976:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,233,287,329,3.9984,3.5757,4.4011,5.0539,8.9746,5.526,6.6093,3.8395,17.7352,16.2749,16.0755,12.5108,5.0052,0.9824,0,0,15.7593,14.7114,12.6414,19.9165,17.9559,17.941,15.8242,14.808,NA,NA,NA,NA,NA,NA,NA,NA,1705,1716,1706,1641
"1976:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,216,238,208,3.9389,3.2841,3.6241,3.1554,6.6336,3.2386,5.4508,3.8273,0,-2.4414,-3.6415,-3.4629,9.1581,8.0563,11.2277,6.9943,8.5024,10.4963,11.4897,13.6632,7.5319,9.517,7.526,14.6278,NA,NA,NA,NA,NA,NA,NA,NA,1940,1884,1889,1804
"1977:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,215,217,242,3.5062,3.2589,3.2896,3.6701,-9.142,-7.1671,-10.092,-3.6862,-16.0088,-17.0731,-19.1355,-16.2874,-4.7217,0,-4.7105,2.2705,-11.1347,-9.4856,-9.4788,-7.3812,-13.5659,-11.9508,-14.3247,-2.6814,NA,NA,NA,NA,NA,NA,NA,NA,1375,1386,1384,1527
"1977:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,255,263,298,3.927,3.8652,3.9886,4.5229,24.8246,19.7571,22.3027,20.518,50.3922,41.602,46.8922,52.5513,12.1892,10.1099,12.241,9.3503,12.4898,12.4798,10.463,19.5014,13.5728,14.6278,13.5509,24.0775,NA,NA,NA,NA,NA,NA,NA,NA,1791,1815,1802,1943
"1977:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,488,548,571,403,7.4917,8.4466,8.815,6.1374,11.0493,8.7379,11.029,5.6992,24.4095,19.929,22.8451,10.8825,4.903,2.9112,4.895,2.2492,17.4634,17.4775,19.583,16.2566,24.0175,18.5711,20.6995,17.2683,NA,NA,NA,NA,NA,NA,NA,NA,2127,2114,2089,2063
"1977:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,210,291,337,4.0858,3.1403,4.3756,5.0833,4.2547,2.1033,4.2472,9.6161,7.4578,6.1678,11.351,10.7847,2.9042,0,0,4.5361,10.2281,10.2123,9.2459,13.2125,10.244,11.2039,10.2123,14.0137,NA,NA,NA,NA,NA,NA,NA,NA,1875,1899,1880,1892
"1977:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,235,235,360,2.7848,3.5074,3.5074,5.4158,6.4207,5.3156,5.3156,5.628,11.2917,9.9404,9.9404,10.6888,2.8995,1.9246,7.9038,6.848,14.0356,13.0566,11.1004,10.3361,16.0502,15.0326,13.0769,10.9486,NA,NA,NA,NA,NA,NA,NA,NA,1929,1954,1937,1971
"1977:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,174,200,400,1.9955,2.5788,2.9693,6.0067,-4.0569,-4.0569,-3.0571,5.6017,0,1.1863,1.1863,3.4234,-5.567,-11.6496,-10.7998,4.4936,9.0781,8.1497,8.1744,7.5995,7.188,8.1497,4.4652,10.8497,NA,NA,NA,NA,NA,NA,NA,NA,1833,1910,1897,1893
"1977:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,235,245,346,3.8069,3.4885,3.6394,5.1512,1.0421,-1.0314,-1.0314,1.8278,-3.4796,-3.4796,-4.6146,-1.1147,3.8988,2.9089,2.9089,6.7836,6.2457,9.0576,9.0644,2.4614,4.4257,10.0263,6.269,0,NA,NA,NA,NA,NA,NA,NA,NA,2064,2076,2083,2058
"1977:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,93,114,241,1.3488,1.3634,1.6736,3.5477,-4.0707,-3.0675,-1.0322,1.825,-17.3594,-12.2685,-9.0673,0,2.9019,1.9261,2.9019,4.452,-5.8827,-5.0658,-4.2411,0,-3.4063,0.8699,0.8699,5.2505,NA,NA,NA,NA,NA,NA,NA,NA,2022,2034,2029,2020
"1977:09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,327,289,457,4.318,4.8626,4.287,6.8047,4.2397,4.2322,3.159,3.6749,-1.1899,3.6378,3.6378,3.4169,6.8798,0,2.8925,2.1957,5.3361,4.429,4.4322,7.5359,2.6285,2.6285,4.4159,2.5833,NA,NA,NA,NA,NA,NA,NA,NA,2040,2063,2065,1949
"1977:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,142,139,268,1.7382,2.0784,2.0341,3.9187,2.0887,9.7268,9.7268,11.3629,6.1113,11.2447,9.9404,6.9204,4.8672,7.865,7.865,9.0337,3.5161,3.5187,2.6305,2.4414,3.511,2.619,1.7403,2.5777,NA,NA,NA,NA,NA,NA,NA,NA,2179,2224,2203,2042
"1977:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,320,343,373,4.6107,4.7316,5.0795,5.474,1.0322,3.1261,4.1879,1.8004,7.3065,8.5796,7.3139,5.7046,-2.7938,0.9475,2.8672,2.1758,6.2134,4.4094,3.511,0,4.3901,3.5033,4.3901,2.5722,NA,NA,NA,NA,NA,NA,NA,NA,2105,2121,2096,2042
"1977:12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,187,184,237,3.1742,2.7292,2.6849,3.4316,-1.02,4.1733,3.1153,1.7977,-6.809,0,-2.321,-6.4435,2.8649,7.7948,6.7909,6.6458,2.6152,2.6152,2.6152,2.4364,7.0977,5.2697,5.2697,13.4491,NA,NA,NA,NA,NA,NA,NA,NA,2295,2194,2203,2142
"1978:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,296,290,184,3.7002,4.3416,4.2519,2.6474,-12.4878,-14.288,-13.3971,-14.8978,-22.9627,-27.5017,-26.6216,-29.5412,-7.2311,-6.359,-5.4739,-4.1952,-8.2653,-9.0564,-9.0502,-15.5937,-12.0853,-12.8412,-14.3354,-16.2247,NA,NA,NA,NA,NA,NA,NA,NA,1549,1547,1548,1718
"1978:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,336,327,354,5.1184,4.9239,4.7891,5.1388,9.7181,9.7094,9.7094,15.4306,22.568,25.4812,25.4812,29.7912,2.8604,1.8972,1.8972,8.9329,6.2364,3.5187,3.5136,7.5675,7.1346,7.1453,5.3164,5.2162,NA,NA,NA,NA,NA,NA,NA,NA,1580,1574,1569,1738
"1978:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,491,509,512,6.511,7.2401,7.5145,7.4773,20.1066,21.3255,25.0503,17.2821,29.3783,35.5017,40.2672,34.8572,15.0302,13.9672,16.1024,6.5851,18.7003,16.6698,15.6807,24.1378,19.6378,18.6568,18.6423,22.2946,NA,NA,NA,NA,NA,NA,NA,NA,2074,2060,2047,2032
"1978:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619,615,668,702,9.1493,9.0858,9.9032,10.315,15.0814,12.7724,11.6535,11.0833,30.0167,32.875,32.875,25.5516,7.6887,3.7731,2.8178,8.8181,13.54,18.4281,19.4265,26.5875,12.5594,14.4563,19.3521,21.8892,NA,NA,NA,NA,NA,NA,NA,NA,2189,2181,2165,2197
"1978:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,231,243,347,2.4937,3.3016,3.4758,4.9413,-5.8189,-2.9518,-2.9518,5.3599,-10.675,-7.5877,-7.5877,-2.1257,-1.8334,0,-0.9213,2.1257,6.9287,6.9238,6.0262,4.7705,6.9238,6.8989,6.0133,2.4818,NA,NA,NA,NA,NA,NA,NA,NA,2075,2081,2054,2075
"1978:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,301,354,441,3.9308,4.3091,5.0852,6.2917,0,5.1162,7.229,10.932,7.0011,11.9152,11.9152,17.3764,-3.6387,1.8677,4.7291,8.7379,4.2532,5.9961,8.6654,9.7094,4.2382,5.9833,9.5411,10.2479,NA,NA,NA,NA,NA,NA,NA,NA,2099,2124,2124,2070
"1978:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,183,37,254,3.7569,2.5891,0.5175,3.5623,5.0945,3.0237,0,3.4982,4.575,1.1262,1.138,3.2299,5.6902,3.7525,0,4.2547,5.9663,8.6033,8.6033,0,5.9536,8.5726,9.4591,0,NA,NA,NA,NA,NA,NA,NA,NA,2085,2128,2119,2092
